ensembl_id,found,gene_symbol,full_name,uniprot,GO_biological_process,GO_molecular_function,GO_cellular_component,kegg_pathways,reactome_pathways,omim,subcellular_location,pfam_domains,summary,atp_impact_pct,complex,category
ENSMUSG00000078937,True,Cpt1b,"carnitine palmitoyltransferase 1b, muscle",Q924X2,fatty acid metabolic process; fatty acid metabolic process; fatty acid metabolic process; fatty acid metabolic process; fatty acid beta-oxidation,carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial outer membrane,Fatty acid degradation - Mus musculus (mouse); PPAR signaling pathway - Mus musculus (mouse); AMPK signaling pathway - Mus musculus (mouse),Metabolism; Carnitine shuttle; Metabolism of lipids,,,PF00755; PF16484,,51.3255,Other,Fatty acid oxidation
ENSMUSG00000059447,True,Hadhb,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,Q99JY0,fatty acid beta-oxidation; fatty acid beta-oxidation; fatty acid beta-oxidation; fatty acid beta-oxidation; gene expression,acetyl-CoA C-acetyltransferase activity; acetyl-CoA C-acetyltransferase activity; acetyl-CoA C-acyltransferase activity; acetyl-CoA C-acyltransferase activity; acetyl-CoA C-acyltransferase activity,nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Fatty acid elongation - Mus musculus (mouse); Fatty acid degradation - Mus musculus (mouse); Valine, leucine and isoleucine degradation - Mus musculus (mouse)",Metabolism; Acyl chain remodeling of CL; Glycerophospholipid biosynthesis,,,PF00108; PF02803,,51.3255,Other,Fatty acid oxidation
ENSMUSG00000062908,True,Acadm,"acyl-Coenzyme A dehydrogenase, medium chain",P45952,liver development; glycogen biosynthetic process; organic acid metabolic process; regulation of gluconeogenesis; fatty acid beta-oxidation,"acyl-CoA dehydrogenase activity; acyl-CoA dehydrogenase activity; acyl-CoA dehydrogenase activity; oxidoreductase activity, acting on the CH-CH group of donors; isomerase activity",cytoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Fatty acid degradation - Mus musculus (mouse); Valine, leucine and isoleucine degradation - Mus musculus (mouse); PPAR signaling pathway - Mus musculus (mouse)",Metabolism; Metabolism of lipids; mitochondrial fatty acid beta-oxidation of saturated fatty acids,,,PF00441; PF02770; PF02771,"This gene encodes a homotetrameric mitochondrial flavoprotein and is a member of the acyl-CoA dehydrogenase family. Members of this family catalyze the first step of fatty acid beta-oxidation, forming a C2-C3 trans-double bond in a FAD-dependent reaction. As beta-oxidation cycles through its four st",51.3255,Other,Fatty acid oxidation
ENSMUSG00000026003,True,Acadl,"acyl-Coenzyme A dehydrogenase, long-chain",P51174,"temperature homeostasis; fatty acid catabolic process; response to cold; lipid catabolic process; carnitine metabolic process, CoA-linked",acyl-CoA dehydrogenase activity; long-chain fatty acyl-CoA dehydrogenase activity; long-chain fatty acyl-CoA dehydrogenase activity; long-chain fatty acyl-CoA dehydrogenase activity; long-chain fatty acyl-CoA dehydrogenase activity,cytoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,Fatty acid degradation - Mus musculus (mouse); PPAR signaling pathway - Mus musculus (mouse),Metabolism; Metabolism of lipids; Beta oxidation of myristoyl-CoA to lauroyl-CoA,,,PF00441; PF02770; PF02771,"This gene encodes a homotetrameric mitochondrial flavoprotein and is a member of the acyl-CoA dehydrogenase family. Members of this family catalyze the first step of fatty acid beta-oxidation, forming a C2-C3 trans-double bond in a FAD-dependent reaction. As beta-oxidation cycles through its four st",51.3255,Other,Fatty acid oxidation
ENSMUSG00000032602,True,Slc25a20,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",Q9Z2Z6,in utero embryonic development; mitochondrial transport; carnitine shuttle; carnitine transmembrane transport; carnitine transmembrane transport,carnitine:O-acyl-L-carnitine antiporter activity; O-acyl-L-carnitine transmembrane transporter activity; O-acyl-L-carnitine transmembrane transporter activity; O-acyl-L-carnitine transmembrane transporter activity,mitochondrion; mitochondrion; mitochondrion; mitochondrial envelope; mitochondrial inner membrane,Thermogenesis - Mus musculus (mouse),Metabolism; Carnitine shuttle; Metabolism of lipids,,,PF00153,,51.3255,Other,SLC25 transporter
ENSMUSG00000028607,True,Cpt2,carnitine palmitoyltransferase 2,P52825,long-chain fatty acid metabolic process; long-chain fatty acid metabolic process; long-chain fatty acid metabolic process; in utero embryonic development; fatty acid beta-oxidation,carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity; carnitine O-palmitoyltransferase activity,nucleoplasm; nucleolus; mitochondrion; mitochondrion; mitochondrion,Fatty acid degradation - Mus musculus (mouse); PPAR signaling pathway - Mus musculus (mouse); Thermogenesis - Mus musculus (mouse),Metabolism; Carnitine shuttle; Metabolism of lipids,,,PF00755,,51.3255,Other,Fatty acid oxidation
ENSMUSG00000025745,True,Hadha,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,Q8BMS1,fatty acid metabolic process; fatty acid beta-oxidation; fatty acid beta-oxidation; fatty acid beta-oxidation; fatty acid beta-oxidation,fatty-acyl-CoA binding; catalytic activity; (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity; (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity; acetyl-CoA C-acyltransferase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial inner membrane,"Fatty acid elongation - Mus musculus (mouse); Fatty acid degradation - Mus musculus (mouse); Valine, leucine and isoleucine degradation - Mus musculus (mouse)",Metabolism; Acyl chain remodeling of CL; Glycerophospholipid biosynthesis,,,PF00378; PF00725; PF02737,,51.3255,Other,Fatty acid oxidation
ENSMUSG00000027406,True,Idh3b,isocitrate dehydrogenase 3 (NAD+) beta,,tricarboxylic acid cycle; tricarboxylic acid cycle; tricarboxylic acid cycle; isocitrate metabolic process,"magnesium ion binding; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; protein-macromolecule adaptor activity; NAD binding",mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrion,Citrate cycle (TCA cycle) - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Citric acid cycle (TCA cycle),,,PF00180,,41.5892,Other,TCA cycle
ENSMUSG00000002010,True,Idh3g,"isocitrate dehydrogenase 3 (NAD+), gamma",P70404,tricarboxylic acid cycle; tricarboxylic acid cycle; tricarboxylic acid cycle; isocitrate metabolic process; isocitrate metabolic process,magnesium ion binding; magnesium ion binding; magnesium ion binding; isocitrate dehydrogenase (NAD+) activity; enzyme activator activity,photoreceptor inner segment; photoreceptor inner segment; photoreceptor inner segment; nucleolus; mitochondrion,Citrate cycle (TCA cycle) - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Citric acid cycle (TCA cycle),,,PF00180,,41.5892,Other,TCA cycle
ENSMUSG00000032279,True,Idh3a,isocitrate dehydrogenase 3 (NAD+) alpha,Q9D6R2,tricarboxylic acid cycle; tricarboxylic acid cycle; tricarboxylic acid cycle; tricarboxylic acid cycle; isocitrate metabolic process,magnesium ion binding; magnesium ion binding; magnesium ion binding; isocitrate dehydrogenase (NAD+) activity; isocitrate dehydrogenase (NAD+) activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrion,Citrate cycle (TCA cycle) - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Metabolism of proteins,,,PF00180,,41.5892,Other,TCA cycle
ENSMUSG00000023861,True,Mpc1,mitochondrial pyruvate carrier 1,P63030,pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate import into mitochondria; pyruvate import into mitochondria,pyruvate transmembrane transporter activity; pyruvate transmembrane transporter activity,mitochondrion; mitochondrion; mitochondrial inner membrane; mitochondrial inner membrane; mitochondrial inner membrane,Diabetic cardiomyopathy - Mus musculus (mouse),,,,PF03650,,36.5862,Other,Other mitochondrial
ENSMUSG00000026568,True,Mpc2,mitochondrial pyruvate carrier 2,Q9D023,pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate import into mitochondria; pyruvate import into mitochondria; pyruvate import into mitochondria,identical protein binding; identical protein binding; pyruvate transmembrane transporter activity; pyruvate transmembrane transporter activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial inner membrane,Diabetic cardiomyopathy - Mus musculus (mouse),,,,PF03650,,36.5862,Other,Other mitochondrial
ENSMUSG00000031299,True,Pdha1,pyruvate dehydrogenase E1 alpha 1,P35486,pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA,pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity,nucleolus; mitochondrion; mitochondrion; mitochondrion; mitochondrion,Glycolysis / Gluconeogenesis - Mus musculus (mouse); Citrate cycle (TCA cycle) - Mus musculus (mouse); Pyruvate metabolism - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Signal Transduction,,,PF00676,,35.255,Other,Other mitochondrial
ENSMUSG00000021748,True,Pdhb,pyruvate dehydrogenase (lipoamide) beta,Q9D051,pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA,pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity; pyruvate dehydrogenase (acetyl-transferring) activity,nucleoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,Glycolysis / Gluconeogenesis - Mus musculus (mouse); Citrate cycle (TCA cycle) - Mus musculus (mouse); Pyruvate metabolism - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Signal Transduction,,,PF02779; PF02780,,35.255,Other,Other mitochondrial
ENSMUSG00000000168,True,Dlat,dihydrolipoamide S-acetyltransferase,Q8BMF4,pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA; pyruvate decarboxylation to acetyl-CoA,dihydrolipoyllysine-residue acetyltransferase activity; dihydrolipoyllysine-residue acetyltransferase activity; dihydrolipoyllysine-residue acetyltransferase activity; dihydrolipoyllysine-residue acetyltransferase activity; dihydrolipoyllysine-residue acetyltransferase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,Glycolysis / Gluconeogenesis - Mus musculus (mouse); Citrate cycle (TCA cycle) - Mus musculus (mouse); Pyruvate metabolism - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Signal Transduction,,,PF00198; PF00364; PF02817,,35.255,Other,Other mitochondrial
ENSMUSG00000057666,True,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,P16858,microtubule cytoskeleton organization; positive regulation of cytokine production; glucose metabolic process; gluconeogenesis; gluconeogenesis,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,nucleus; nucleus; nucleus; cytoplasm; cytoplasm,Glycolysis / Gluconeogenesis - Mus musculus (mouse); HIF-1 signaling pathway - Mus musculus (mouse); Alzheimer disease - Mus musculus (mouse),Metabolism; Glycolysis; Gluconeogenesis,,,PF00044; PF02800,This gene encodes a member of the glyceraldehyde-3-phosphate dehydrogenase protein family. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. The encoded protein was originally identified as a key glycolytic enzyme th,26.3675,Other,Other / non-mitochondrial
ENSMUSG00000062070,True,Pgk1,phosphoglycerate kinase 1,P09411,gluconeogenesis; gluconeogenesis; glycolytic process; glycolytic process; glycolytic process,phosphoglycerate kinase activity; phosphoglycerate kinase activity; phosphoglycerate kinase activity; phosphoglycerate kinase activity; phosphoglycerate kinase activity,extracellular region; extracellular region; cytoplasm; mitochondrial matrix; mitochondrial matrix,Glycolysis / Gluconeogenesis - Mus musculus (mouse); HIF-1 signaling pathway - Mus musculus (mouse),Metabolism; Signal Transduction; MTOR signalling,,,PF00162,"The protein encoded by this gene is a glycolytic enzyme that catalyzes the conversion of 1,3-diphosphoglycerate to 3-phosphoglycerate. Additionally, this protein is secreted by tumor cells where it participates in angiogenesis by functioning to reduce disulfide bonds in the serine protease, plasmin,",26.3675,Other,Other mitochondrial
ENSMUSG00000033065,True,Pfkm,"phosphofructokinase, muscle",P47857,glycogen catabolic process; fructose 6-phosphate metabolic process; fructose 6-phosphate metabolic process; fructose 6-phosphate metabolic process; glycolytic process,6-phosphofructokinase activity; 6-phosphofructokinase activity; 6-phosphofructokinase activity; 6-phosphofructokinase activity; 6-phosphofructokinase activity,nucleus; nucleus; cytoplasm; cytosol; cytosol,Glycolysis / Gluconeogenesis - Mus musculus (mouse); Pentose phosphate pathway - Mus musculus (mouse); Fructose and mannose metabolism - Mus musculus (mouse),Metabolism; Glycolysis; Glucose metabolism,,,PF00365,,25.5504,Other,Other / non-mitochondrial
ENSMUSG00000023456,True,Tpi1,triosephosphate isomerase 1,P17751,glucose metabolic process; gluconeogenesis; gluconeogenesis; gluconeogenesis; glycolytic process,triose-phosphate isomerase activity; triose-phosphate isomerase activity; triose-phosphate isomerase activity; triose-phosphate isomerase activity; triose-phosphate isomerase activity,cytoplasm; cytosol; cytosol,Glycolysis / Gluconeogenesis - Mus musculus (mouse); Fructose and mannose metabolism - Mus musculus (mouse); Inositol phosphate metabolism - Mus musculus (mouse),Metabolism; Glycolysis; Gluconeogenesis,,,PF00121,,18.4855,Other,Other / non-mitochondrial
ENSMUSG00000036427,True,Gpi1,glucose-6-phosphate isomerase 1,P06745,positive regulation of immunoglobulin production; fructose 6-phosphate metabolic process; gluconeogenesis; gluconeogenesis; gluconeogenesis,"glucose-6-phosphate isomerase activity; glucose-6-phosphate isomerase activity; glucose-6-phosphate isomerase activity; protein binding; racemase and epimerase activity, acting on carbohydrates and derivatives",extracellular region; extracellular region; cytoplasm; cytosol; myelin sheath,Glycolysis / Gluconeogenesis - Mus musculus (mouse); Pentose phosphate pathway - Mus musculus (mouse); Starch and sucrose metabolism - Mus musculus (mouse),Metabolism; Innate Immune System; Immune System,,,PF00342,"This gene encodes a member of the glucose phosphate isomerase protein family. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. In the cytoplasm, the gene product functions as a glycolytic enzyme (glucose-6-phosphate",11.5878,Other,Other / non-mitochondrial
ENSMUSG00000030246,True,Ldhb,lactate dehydrogenase B,P16125,lactate metabolic process; lactate metabolic process; lactate metabolic process; pyruvate fermentation to lactate; pyruvate fermentation to lactate,catalytic activity; lactate dehydrogenase activity; lactate dehydrogenase activity; L-lactate dehydrogenase (NAD+) activity; L-lactate dehydrogenase (NAD+) activity,cytoplasm; mitochondrion; mitochondrion; mitochondrial inner membrane; mitochondrial inner membrane,Glycolysis / Gluconeogenesis - Mus musculus (mouse); Cysteine and methionine metabolism - Mus musculus (mouse); Pyruvate metabolism - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Pyruvate metabolism,,,PF00056; PF02866,"This gene encodes the B subunit of lactate dehydrogenase enzyme, which catalyzes the interconversion of pyruvate and lactate with concomitant interconversion of NADH and NAD+ in a post-glycolysis process. Alternatively spliced transcript variants have also been found for this gene. Recent studies ha",5.6874,Other,Other mitochondrial
ENSMUSG00000026526,True,Fh1,fumarate hydratase 1,P97807,urea cycle; urea cycle; tricarboxylic acid cycle; tricarboxylic acid cycle; fumarate metabolic process,catalytic activity; fumarate hydratase activity; fumarate hydratase activity; fumarate hydratase activity; fumarate hydratase activity,nucleus; chromosome; mitochondrion; mitochondrion; cytosol,Citrate cycle (TCA cycle) - Mus musculus (mouse); Pyruvate metabolism - Mus musculus (mouse); Cushing syndrome - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Metabolism of proteins,,,PF00206; PF10415,,3.3394,Other,TCA cycle
ENSMUSG00000025190,True,Got1,"glutamic-oxaloacetic transaminase 1, soluble",P05201,gluconeogenesis; gluconeogenesis; 2-oxoglutarate metabolic process; oxaloacetate metabolic process; oxaloacetate metabolic process,catalytic activity; L-aspartate:2-oxoglutarate transaminase activity; L-aspartate:2-oxoglutarate transaminase activity; L-aspartate:2-oxoglutarate transaminase activity; L-aspartate:2-oxoglutarate transaminase activity,cytoplasm; cytoplasm; cytosol; cytosol; cytosol,"Arginine biosynthesis - Mus musculus (mouse); Alanine, aspartate and glutamate metabolism - Mus musculus (mouse); Cysteine and methionine metabolism - Mus musculus (mouse)",Aerobic respiration and respiratory electron transport; Metabolism; Respiratory electron transport,,,PF00155,,2.1526,Other,Other / non-mitochondrial
ENSMUSG00000014606,True,Slc25a11,"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11",Q9CR62,gluconeogenesis; gluconeogenesis; alpha-ketoglutarate transport; malate-aspartate shuttle; malate-aspartate shuttle,proton transmembrane transporter activity; alpha-ketoglutarate transmembrane transporter activity; alpha-ketoglutarate transmembrane transporter activity; oxoglutarate:malate antiporter activity; oxoglutarate:malate antiporter activity,mitochondrion; mitochondrion; mitochondrial inner membrane; mitochondrial inner membrane; mitochondrial inner membrane,,Aerobic respiration and respiratory electron transport; Metabolism; Transport of small molecules,,,PF00153,,2.0026,Other,SLC25 transporter
ENSMUSG00000020321,True,Mdh1,"malate dehydrogenase 1, NAD (soluble)",P14152,gluconeogenesis; tricarboxylic acid cycle; oxaloacetate metabolic process; oxaloacetate metabolic process; malate metabolic process,"catalytic activity; oxidoreductase activity; malate dehydrogenase activity; malate dehydrogenase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",cytoplasm; cytoplasm; mitochondrion; centrosome; cytosol,Citrate cycle (TCA cycle) - Mus musculus (mouse); Cysteine and methionine metabolism - Mus musculus (mouse); Pyruvate metabolism - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Respiratory electron transport,,,PF00056; PF02866,"This gene encodes an enzyme that catalyzes the NAD/NADH-dependent, reversible oxidation of malate to oxaloacetate in many metabolic pathways, including the citric acid cycle. Two main isozymes are known to exist in eukaryotic cells: one is found in the mitochondrial matrix and the other in the cytop",1.9604,Other,TCA cycle
ENSMUSG00000022477,True,Aco2,"aconitase 2, mitochondrial",Q99KI0,tricarboxylic acid cycle; tricarboxylic acid cycle; tricarboxylic acid cycle; tricarboxylic acid cycle; citrate metabolic process,aconitate hydratase activity; aconitate hydratase activity; aconitate hydratase activity; aconitate hydratase activity; iron ion binding,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,Citrate cycle (TCA cycle) - Mus musculus (mouse); Glyoxylate and dicarboxylate metabolism - Mus musculus (mouse),Aerobic respiration and respiratory electron transport; Metabolism; Metabolism of proteins,,,PF00330; PF00694,,1.8384,Other,TCA cycle
ENSMUSG00000031672,True,Got2,"glutamatic-oxaloacetic transaminase 2, mitochondrial",P05202,2-oxoglutarate metabolic process; oxaloacetate metabolic process; oxaloacetate metabolic process; amino acid metabolic process; aspartate metabolic process,catalytic activity; L-aspartate:2-oxoglutarate transaminase activity; L-aspartate:2-oxoglutarate transaminase activity; L-aspartate:2-oxoglutarate transaminase activity; L-aspartate:2-oxoglutarate transaminase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Arginine biosynthesis - Mus musculus (mouse); Alanine, aspartate and glutamate metabolism - Mus musculus (mouse); Cysteine and methionine metabolism - Mus musculus (mouse)",Aerobic respiration and respiratory electron transport; Metabolism; Glyoxylate metabolism and glycine degradation,,,PF00155,,1.7792,Other,Other mitochondrial
ENSMUSG00000022186,True,Oxct1,3-oxoacid CoA transferase 1,Q9D0K2,generation of precursor metabolites and energy; heart development; response to nutrient; response to xenobiotic stimulus; response to hormone,succinyl-CoA:3-oxo-acid CoA-transferase activity; succinyl-CoA:3-oxo-acid CoA-transferase activity; succinyl-CoA:3-oxo-acid CoA-transferase activity; succinyl-CoA:3-oxo-acid CoA-transferase activity; CoA-transferase activity,mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Butanoate metabolism - Mus musculus (mouse)",Metabolism; Metabolism of proteins; Metabolism of lipids,,,PF01144,,1.3193,Other,Other mitochondrial
ENSMUSG00000021794,True,Glud1,glutamate dehydrogenase 1,P26443,amino acid metabolic process; L-glutamate catabolic process; L-glutamate catabolic process; L-glutamine metabolic process; L-glutamine catabolic process,L-glutamate dehydrogenase (NAD+) activity; L-glutamate dehydrogenase (NAD+) activity; L-glutamate dehydrogenase (NAD+) activity; L-glutamate dehydrogenase (NAD+) activity; L-glutamate dehydrogenase [NAD(P)+] activity,cytoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrion,"Arginine biosynthesis - Mus musculus (mouse); Alanine, aspartate and glutamate metabolism - Mus musculus (mouse); Nitrogen metabolism - Mus musculus (mouse)",Metabolism; Mitochondrial biogenesis; Organelle biogenesis and maintenance,,,PF00208; PF02812,,0.1916,Other,Other mitochondrial
ENSMUSG00000004902,True,Slc25a18,"solute carrier family 25 (mitochondrial carrier), member 18",Q9DB41,aspartate transmembrane transport; L-glutamate transmembrane transport; L-glutamate transmembrane transport; L-glutamate transmembrane transport; L-glutamate transmembrane transport,amino acid:proton symporter activity; amino acid:proton symporter activity; amino acid:proton symporter activity; L-glutamate transmembrane transporter activity; L-aspartate transmembrane transporter activity,mitochondrial inner membrane; mitochondrial inner membrane; mitochondrial inner membrane; mitochondrial inner membrane; mitochondrial inner membrane,,Aerobic respiration and respiratory electron transport; Metabolism; Transport of small molecules,,,PF00153,,0.0759,Other,SLC25 transporter
ENSMUSG00000025815,True,Dhtkd1,dehydrogenase E1 and transketolase domain containing 1,A2ATU0,hematopoietic progenitor cell differentiation; generation of precursor metabolites and energy; generation of precursor metabolites and energy; generation of precursor metabolites and energy; L-lysine catabolic process,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; thiamine pyrophosphate binding; 2-oxoadipate dehydrogenase activity; 2-oxoadipate dehydrogenase activity",mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix; oxoadipate dehydrogenase complex,Lysine degradation - Mus musculus (mouse); Tryptophan metabolism - Mus musculus (mouse),Metabolism; Lysine catabolism; Metabolism of amino acids and derivatives,,,PF00676; PF02779; PF16870,,0.0653,Other,Other mitochondrial
ENSMUSG00000057228,True,Aadat,aminoadipate aminotransferase,Q9WVM8,2-oxoglutarate metabolic process; 2-oxoglutarate metabolic process; 2-oxoglutarate metabolic process; glutamate metabolic process; glutamate metabolic process,transaminase activity; L-kynurenine:2-oxoglutarate transaminase activity; L-kynurenine:2-oxoglutarate transaminase activity; L-kynurenine:2-oxoglutarate transaminase activity; L-kynurenine:2-oxoglutarate transaminase activity,mitochondrion; mitochondrion; mitochondrial matrix; mitochondrial matrix; cytosol,Lysine degradation - Mus musculus (mouse); Tryptophan metabolism - Mus musculus (mouse),Metabolism; Lysine catabolism; Tryptophan catabolism,,,PF00155,,0.0653,Other,Other mitochondrial
ENSMUSG00000029695,True,Aass,aminoadipate-semialdehyde synthase,Q99K67,generation of precursor metabolites and energy; L-lysine catabolic process; L-lysine catabolic process; L-lysine catabolic process; L-lysine catabolic process,"saccharopine dehydrogenase activity; saccharopine dehydrogenase (NADP+, L-lysine-forming) activity; saccharopine dehydrogenase (NADP+, L-lysine-forming) activity; saccharopine dehydrogenase (NADP+, L-lysine-forming) activity; saccharopine dehydrogenase (NADP+, L-lysine-forming) activity",cytoplasm; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,Lysine degradation - Mus musculus (mouse),Metabolism; Lysine catabolism; Metabolism of amino acids and derivatives,,,PF03435; PF05222; PF16653,"This gene encodes a bifunctional mitochondrial protein that catalyzes the first two steps in the lysine degradation pathway. The N-terminus contains lysine-ketoglutarate reductase activity and converts lysine to saccharopine, whereas the C-terminus contains saccharopine dehydrogenase activity and co",0.0653,Other,Other mitochondrial
ENSMUSG00000003809,True,Gcdh,glutaryl-Coenzyme A dehydrogenase,Q60759,L-tryptophan metabolic process; acyl-CoA metabolic process; acyl-CoA metabolic process; fatty acid oxidation; fatty acid oxidation,fatty-acyl-CoA binding; fatty-acyl-CoA binding; fatty-acyl-CoA binding; acyl-CoA dehydrogenase activity; glutaryl-CoA dehydrogenase activity,nucleus; mitochondrion; mitochondrion; mitochondrion; mitochondrial inner membrane,Fatty acid degradation - Mus musculus (mouse); Lysine degradation - Mus musculus (mouse); Tryptophan metabolism - Mus musculus (mouse),Metabolism; Lysine catabolism; Metabolism of amino acids and derivatives,,,PF00441; PF02770; PF02771,,0.0653,Other,Other mitochondrial
ENSMUSG00000046598,True,Bdh1,"3-hydroxybutyrate dehydrogenase, type 1",Q80XN0,,3-hydroxybutyrate dehydrogenase activity; 3-hydroxybutyrate dehydrogenase activity; 3-hydroxybutyrate dehydrogenase activity; phospholipid binding,mitochondrion; mitochondrion; mitochondrial inner membrane; mitochondrial inner membrane; mitochondrial inner membrane,Butanoate metabolism - Mus musculus (mouse),Metabolism; Metabolism of proteins; Metabolism of lipids,,,PF00106,,0.0574,Other,Other mitochondrial
ENSMUSG00000000340,True,Dbt,dihydrolipoamide branched chain transacylase E2,P53395,branched-chain amino acid catabolic process; branched-chain amino acid catabolic process; branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA; branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA; branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA,"acyltransferase activity; acyltransferase activity, transferring groups other than amino-acyl groups; ubiquitin protein ligase binding; ubiquitin protein ligase binding; dihydrolipoamide branched chain acyltransferase activity",mitochondrion; mitochondrion; mitochondrion; mitochondrion; mitochondrial matrix,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)",Metabolism; Signal Transduction; Signaling by Rho GTPases,,,PF00198; PF00364; PF02817,,0.034,Other,Other mitochondrial
ENSMUSG00000060376,True,Bckdha,"branched chain ketoacid dehydrogenase E1, alpha polypeptide",,branched-chain amino acid catabolic process; branched-chain amino acid catabolic process; branched-chain amino acid catabolic process; branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA; branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA,branched-chain 2-oxo acid dehydrogenase activity; branched-chain 2-oxo acid dehydrogenase activity; branched-chain 2-oxo acid dehydrogenase activity; branched-chain 2-oxo acid dehydrogenase activity; branched-chain 2-oxo acid dehydrogenase activity,mitochondrion; mitochondrial matrix; mitochondrial matrix; branched-chain alpha-ketoacid dehydrogenase complex; branched-chain alpha-ketoacid dehydrogenase complex,"Valine, leucine and isoleucine degradation - Mus musculus (mouse); Propanoate metabolism - Mus musculus (mouse)",,,,PF00676,,0.034,Other,Other mitochondrial
